Sun Apr  7 23:14:41 2019    /home/pi/ballance/Ballance/PythonCode/stats

         14936588 function calls (14873155 primitive calls) in 77.027 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 text_format.py:100(TextWriter)
        1    0.000    0.000    0.000    0.000 state_space_model.py:1094(StateSpaceIndependentEnsemble)
        1    0.000    0.000    0.000    0.000 chart_radar.py:11(ChartRadar)
        1    0.000    0.000    0.000    0.000 feature_column.py:2673(_SparseIdLookupConfig)
        1    0.000    0.000    0.000    0.000 sequence.py:258(TimeseriesGenerator)
        1    0.000    0.000    0.000    0.000 decoder.py:595(<listcomp>)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:41(EnumTypeWrapper)
        1    0.000    0.000    0.000    0.000 request.py:1379(FileHandler)
        1    0.000    0.000    0.000    0.000 selections.py:187(PointSelection)
        1    0.000    0.000    0.000    0.000 variables.py:2219(PartitionedVariableIterator)
        5    0.000    0.000    0.000    0.000 config.py:740(is_type_factory)
        1    0.000    0.000    0.000    0.000 window.py:661(_Rolling)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:634(_IteratorSaveable)
        1    0.000    0.000    0.000    0.000 ServoControllerModule.py:13(ServoController)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_RegisterGradientFunction}
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 rnn_cell.py:2130(Conv1DLSTMCell)
        1    0.000    0.000    0.000    0.000 dnn.py:809(DNNEstimator)
        2    0.000    0.000    0.000    0.000 rcsetup.py:630(validate_sketch)
        1    0.000    0.000    0.000    0.000 converter.py:183(DatetimeConverter)
        1    0.000    0.000    0.000    0.000 interfaces.py:48(HMACBackend)
        1    0.000    0.000    0.000    0.000 bcm_host.py:371(DISPMANX_MODEINFO_T)
        1    0.000    0.000    0.000    0.000 util.py:125(_DatasetInitializerHook)
        2    0.000    0.000    0.000    0.000 imp.py:109(<listcomp>)
        1    0.000    0.000    0.000    0.000 cudnn_rnn_ops.py:1642(CudnnRNNRelu)
        1    0.000    0.000    0.000    0.000 return_statements.py:147(LiftReturn)
        1    0.000    0.000    0.000    0.000 input_pipeline.py:537(TimeSeriesInputFn)
        1    0.000    0.000    0.000    0.000 dh.py:113(DHParameters)
        1    0.000    0.000    0.000    0.000 interface.py:546(_ScaledLinearOperator)
        2    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 distribute.py:55(UpdateContext)
        1    0.000    0.000    0.000    0.000 offsets.py:1074(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 PCA9685.py:65(PCA9685)
        1    0.000    0.000    0.000    0.000 helper.py:232(_FFTCache)
        1    0.000    0.000    0.000    0.000 base.py:416(Empty)
        1    0.000    0.000    0.000    0.000 parse.py:166(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 decoder.py:542(BMPStringDecoder)
        1    0.000    0.000    0.000    0.000 dnn.py:26(DNNEstimator)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 requirements.py:75(Requirement)
        1    0.000    0.000    0.000    0.000 case.py:217(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:960(FeedFnHook)
        1    0.000    0.000    0.000    0.000 common.py:88(Properties)
        1    0.000    0.000    0.000    0.000 base.py:196(_AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 break_statements.py:37(BreakTransformer)
        1    0.000    0.000    0.000    0.000 random_forest.py:332(TensorForestEstimator)
        1    0.000    0.000    0.000    0.000 state_space_model.py:1146(StateSpaceCorrelatedFeaturesEnsemble)
        1    0.000    0.000    0.000    0.000 mmal.py:1829(MMAL_PARAMETER_CONFIGFILE_CHUNK_T)
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 registry.py:37(Registry)
        1    0.000    0.000    0.000    0.000 mmal.py:1126(MMAL_PARAMETER_CAMERA_SETTINGS_T)
        1    0.000    0.000    0.000    0.000 offsets.py:515(SingleConstructorOffset)
        1    0.000    0.000    0.000    0.000 evaluation.py:80(_StopAfterNEvalsHook)
        1    0.000    0.000    0.000    0.000 indexing.py:1649(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 engines.py:133(PythonEngine)
        1    0.000    0.000    0.000    0.000 transforms.py:2498(BboxTransform)
        1    0.000    0.000    0.000    0.000 sputils.py:254(IndexMixin)
        1    0.000    0.000    0.000    0.000 callbacks.py:690(RemoteMonitor)
        1    0.000    0.000    0.000    0.000 cbook.py:2350(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:569(_SetEvalIterationsHook)
        1    0.000    0.000    0.000    0.000 session_run_hook.py:189(SessionRunArgs)
        1    0.000    0.000    0.000    0.000 cbook.py:645(Bunch)
        1    0.000    0.000    0.000    0.000 mmal.py:1005(MMAL_PARAMETER_FOCUS_REGION_T)
        1    0.000    0.000    0.000    0.000 base.py:79(Cipher)
        2    0.000    0.000    0.000    0.000 rcsetup.py:491(update_savefig_format)
        1    0.000    0.000    0.000    0.000 gbq.py:873(_Table)
        1    0.000    0.000    0.000    0.000 context.py:208(Process)
        1    0.000    0.000    0.000    0.000 datetime.py:935(tzinfo)
        1    0.000    0.000    0.000    0.000 interface.py:618(_AdjointMatrixOperator)
        3    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.000    0.000 dates.py:155(_UTC)
        1    0.000    0.000    0.000    0.000 feature_column.py:492(_FCLinearWrapper)
        1    0.000    0.000    0.000    0.000 descriptor.py:843(FileDescriptor)
        1    0.000    0.000    0.000    0.000 core.py:901(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 bigquery_reader_ops.py:26(BigQueryReader)
        1    0.000    0.000    0.000    0.000 distribute_coordinator.py:60(_Barrier)
        1    0.000    0.000    0.000    0.000 cbook.py:909(Xlator)
        1    0.000    0.000    0.000    0.000 backprop.py:72(_MockOp)
        1    0.000    0.000    0.000    0.000 decoder.py:548(GeneralizedTimeDecoder)
        1    0.000    0.000    0.000    0.000 session_run_hook.py:97(SessionRunHook)
        1    0.000    0.000    0.000    0.000 interfaces.py:79(PBKDF2HMACBackend)
        1    0.000    0.000    0.000    0.000 common.py:351(MMapWrapper)
        1    0.000    0.000    0.000    0.000 ec.py:72(EllipticCurvePrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 zeros.py:20(RootResults)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
        1    0.000    0.000    0.000    0.000 lazy.py:67(LazyList)
        1    0.000    0.000    0.000    0.000 receptive_field.py:79(ReceptiveField)
        1    0.000    0.000    0.000    0.000 decoder.py:536(VisibleStringDecoder)
        1    0.000    0.000    0.000    0.000 stata.py:569(StataValueLabel)
        1    0.000    0.000    0.000    0.000 arpack.py:273(ArpackError)
        1    0.000    0.000    0.000    0.000 pooling.py:171(Pooling2D)
        1    0.000    0.000    0.000    0.000 monitored_session.py:517(ChiefSessionCreator)
        1    0.000    0.000    0.000    0.000 sharedctypes.py:215(SynchronizedArray)
        1    0.000    0.000    0.000    0.000 interface.py:495(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 util.py:68(_CheckpointRestoreCoordinator)
        1    0.000    0.000    0.000    0.000 decoder.py:984(_FieldSkipper)
        1    0.000    0.000    0.000    0.000 specs_lib.py:85(Composable)
        1    0.000    0.000    0.000    0.000 callbacks.py:746(LearningRateScheduler)
        1    0.000    0.000    0.000    0.000 pooling.py:707(GlobalPooling3D)
        1    0.000    0.000    0.000    0.000 interfaces.py:231(PEMSerializationBackend)
        1    0.000    0.000    0.000    0.000 theme.py:16(Theme)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 rnn_cell.py:960(BidirectionalGridLSTMCell)
        1    0.000    0.000    0.000    0.000 _validators.py:45(Validator)
        1    0.000    0.000    0.000    0.000 linear_operator_addition.py:358(_AddAndReturnMatrix)
        1    0.000    0.000    0.000    0.000 benchmark.py:185(TensorFlowBenchmark)
        1    0.000    0.000    0.000    0.000 script_ops.py:49(EagerFunc)
        1    0.000    0.000    0.000    0.000 colors.py:72(_ColorMapping)
        1    0.000    0.000    0.000    0.000 feeding_functions.py:156(_ArrayFeedFn)
        1    0.000    0.000    0.000    0.000 zipfile.py:674(_Tellable)
        1    0.000    0.000    0.000    0.000 streams.py:564(PiCameraDequeFrames)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:456(BaseListParser)
        1    0.000    0.000    0.000    0.000 internals.py:1628(IntBlock)
        1    0.000    0.000    0.000    0.000 transforms.py:2643(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:24(TraceableObject)
        1    0.000    0.000    0.000    0.000 filtering_postprocessor.py:129(StateInterpolatingAnomalyDetector)
        1    0.000    0.000    0.000    0.000 evaluation.py:267(SummaryAtEndHook)
        1    0.000    0.000    0.000    0.000 distribution.py:201(ReparameterizationType)
        1    0.000    0.000    0.000    0.000 core.py:451(Permute)
        1    0.000    0.000    0.000    0.000 cluster_resolver.py:62(SimpleClusterResolver)
        1    0.000    0.000    0.000    0.000 window.py:1167(RollingGroupby)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:237(_CustomSaver)
        1    0.000    0.000    0.000    0.000 rcsetup.py:300(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 cross_tower_ops.py:648(MultiWorkerAllReduce)
        1    0.000    0.000    0.000    0.000 live_values.py:33(LiveValueResolver)
        1    0.000    0.000    0.000    0.000 monitors.py:1219(NanLoss)
        1    0.000    0.000    0.000    0.000 benchmark.py:130(is_abstract)
        1    0.000    0.000    0.000    0.000 hooks.py:216(_StopAtCheckpointStepHook)
        1    0.000    0.000    0.000    0.000 core.py:310(Activation)
        1    0.000    0.000    0.000    0.000 data.py:123(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 decoder.py:540(UniversalStringDecoder)
        1    0.000    0.000    0.000    0.000 mmal.py:187(MMAL_SUBPICTURE_FORMAT_T)
        2    0.000    0.000    0.000    0.000 rcsetup.py:349(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 mmal.py:515(MMAL_PARAMETER_CORE_STATISTICS_T)
        1    0.000    0.000    0.000    0.000 threading.py:1156(Timer)
        1    0.000    0.000    0.000    0.000 subprocess.py:319(CompletedProcess)
        1    0.000    0.000    0.000    0.000 cursors.py:32(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:206(_resultbase)
        1    0.000    0.000    0.000    0.000 math_utils.py:728(_AdaptiveInputAuxiliaryStatistics)
        1    0.000    0.000    0.000    0.000 __init__.py:1983(NoDists)
        1    0.000    0.000    0.000    0.000 constraint.py:162(AbstractConstraintSet)
        1    0.000    0.000    0.000    0.000 distribute.py:178(_SameScopeAgainContext)
        1    0.000    0.000    0.000    0.000 index_tricks.py:552(ndenumerate)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 session.py:344(_ListFetchMapper)
        1    0.000    0.000    0.000    0.000 bcm_host.py:102(VC_RECT_T)
        1    0.000    0.000    0.000    0.000 mmal.py:885(MMAL_PARAMETER_FACE_TRACK_T)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:134(serialize)
        1    0.000    0.000    0.000    0.000 pathlib.py:535(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 monitors.py:1176(StepCounter)
        1    0.000    0.000    0.000    0.000 mmalobj.py:2553(MMALRenderer)
        1    0.000    0.000    0.000    0.000 modes.py:39(ModeWithNonce)
        1    0.000    0.000    0.000    0.000 testing.py:2664(SubclassedSparseSeries)
        4    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 client.py:1294(IncompleteRead)
        1    0.000    0.000    0.000    0.000 __init__.py:1903(NullHandler)
        1    0.000    0.000    0.000    0.000 nanops.py:31(disallow)
        1    0.000    0.000    0.000    0.000 encoders.py:1140(PiRawImageMixin)
        1    0.000    0.000    0.000    0.000 training.py:983(_EvalResult)
        1    0.000    0.000    0.000    0.000 orthogonal.py:126(orthopoly1d)
        1    0.000    0.000    0.000    0.000 decoder.py:550(UTCTimeDecoder)
        3    0.000    0.000    0.000    0.000 SSL.py:398(_make_requires)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4342(postParse)
        1    0.000    0.000    0.000    0.000 extras.py:218(_fromnxfunction)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
        1    0.000    0.000    0.000    0.000 parsing_ops.py:153(FixedLenSequenceFeature)
        1    0.000    0.000    0.000    0.000 mmalobj.py:293(PiFramerateRange)
        1    0.000    0.000    0.000    0.000 events.py:21(CollectionStartEvent)
        1    0.000    0.000    0.000    0.000 mock.py:1977(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:2329(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 errors_impl.py:362(AbortedError)
        1    0.000    0.000    0.000    0.000 nn_ops.py:784(Convolution)
        1    0.000    0.000    0.000    0.000 io_ops.py:312(WholeFileReader)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:213(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 cookies.py:100(MockResponse)
        1    0.000    0.000    0.000    0.000 optimizer.py:131(_DenseReadResourceVariableProcessor)
        1    0.000    0.000    0.000    0.000 python_message.py:1534(_OneofListener)
        1    0.000    0.000    0.000    0.000 pathlib.py:513(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 Image.py:451(_E)
        1    0.000    0.000    0.000    0.000 _exceptions.py:44(DuplicateFlagError)
        1    0.000    0.000    0.000    0.000 ticker.py:417(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:501(NetBSDCPUInfo)
        1    0.000    0.000    0.000    0.000 scanner.py:18(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 converter.py:108(TimeFormatter)
        1    0.000    0.000    0.000    0.000 ar_model.py:47(FlatPredictionModel)
        1    0.000    0.000    0.000    0.000 mmal.py:392(MMAL_CLOCK_LATENCY_T)
        1    0.000    0.000    0.000    0.000 origin_info.py:58(OriginInfo)
        1    0.000    0.000    0.000    0.000 mmalobj.py:1481(<lambda>)
        1    0.000    0.000    0.000    0.000 pytables.py:295(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:488(ListParser)
        1    0.000    0.000    0.000    0.000 common.py:175(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 model_ops.py:49(TreeVariableSavable)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.CRYPTO_get_locking_callback}
        1    0.000    0.000    0.000    0.000 argparse.py:1151(FileType)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:151(NeverTriggerTimer)
        1    0.000    0.000    0.000    0.000 __init__.py:281(_CountryTimezoneDict)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1841(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 core.py:205(<listcomp>)
        1    0.000    0.000    0.000    0.000 return_statements.py:205(DetectReturnInUnsupportedControlFlow)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 loss_scale_manager.py:104(ExponentialUpdateLossScaleManager)
        1    0.000    0.000    0.000    0.000 variables.py:757(VariableDeviceChooser)
        1    0.000    0.000    0.000    0.000 containers.py:637(_UnknownField)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2889(size)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 session_support.py:240(GracefulShutdownHook)
        1    0.000    0.000    0.000    0.000 format.py:805(LatexFormatter)
        4    0.000    0.000    0.000    0.000 pyopenssl.py:98(<genexpr>)
        2    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 numpy_array_iterator.py:15(NumpyArrayIterator)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:390(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 videostream.py:4(VideoStream)
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 run_config.py:311(TaskType)
        1    0.000    0.000    0.000    0.000 descriptor.py:76(_Lock)
        1    0.000    0.000    0.000    0.000 debug.py:18(Printer)
        1    0.000    0.000    0.000    0.000 interface.py:520(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 backend.py:182(set_floatx)
        1    0.000    0.000    0.000    0.000 keras_support.py:562(DatasetInfeedInstance)
        1    0.000    0.000    0.000    0.000 offsets.py:1646(WeekDay)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:221(__subclasshook__)
        2    0.000    0.000    0.000    0.000 tensor_description_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 wals.py:111(_StopAtSweepHook)
        2    0.000    0.000    0.000    0.000 cpp_shape_inference_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 datetime.py:513(__neg__)
        1    0.000    0.000    0.000    0.000 decoder.py:346(_DoubleDecoder)
        1    0.000    0.000    0.000    0.000 ops.py:102(_NullContextmanager)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 state_management.py:35(PassthroughStateManager)
        1    0.000    0.000    0.000    0.000 session.py:261(_ElementFetchMapper)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_ATTR_STRING_swigconstant}
        1    0.000    0.000    0.000    0.000 util.py:830(_NoRestoreSaveable)
        1    0.000    0.000    0.000    0.000 arpack.py:938(IterInv)
        1    0.000    0.000    0.000    0.000 baseline.py:287(BaselineRegressor)
        1    0.000    0.000    0.000    0.000 values.py:908(PerIterationDataset)
        1    0.000    0.000    0.000    0.000 chart_area.py:11(ChartArea)
        1    0.000    0.000    0.000    0.000 op_hint.py:148(OpHintArgumentTracker)
        1    0.000    0.000    0.000    0.000 cbook.py:2144(<listcomp>)
        1    0.000    0.000    0.000    0.000 mmalobj.py:2476(MMALResizer)
        1    0.000    0.000    0.000    0.000 groupby.py:4074(NDFrameSplitter)
        1    0.000    0.000    0.000    0.000 session.py:1374(_Callable)
        1    0.000    0.000    0.000    0.000 feature_column.py:555(_SparseColumnHashed)
        1    0.000    0.000    0.000    0.000 keras_support.py:469(NumpyInfeedInstance)
        1    0.000    0.000    0.000    0.000 series.py:312(_set_subtyp)
        1    0.000    0.000    0.000    0.000 colors.py:1159(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 format.py:1937(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 warm_starting_util.py:35(VocabInfo)
        1    0.000    0.000    0.000    0.000 arpack.py:900(SpLuInv)
        1    0.000    0.000    0.000    0.000 random_forest.py:595(CoreTensorForestEstimator)
        1    0.000    0.000    0.000    0.000 linear.py:875(LinearEstimator)
        1    0.000    0.000    0.000    0.000 expressions.py:509(ConstantNode)
        1    0.000    0.000    0.000    0.000 core.py:203(<listcomp>)
        1    0.000    0.000    0.000    0.000 plotting.py:3562(BasePlotMethods)
        1    0.000    0.000    0.000    0.000 _sklearn.py:33(_BaseEstimator)
        1    0.000    0.000    0.000    0.000 __init__.py:697(_decode_filesystem_path)
        1    0.000    0.000    0.000    0.000 op_hint.py:431(_LiteSingleOperand)
        1    0.000    0.000    0.000    0.000 json.py:484(SeriesParser)
        1    0.000    0.000    0.000    0.000 function.py:44(Defun)
        1    0.000    0.000    0.000    0.000 encoders.py:955(PiImageEncoder)
        1    0.000    0.000    0.000    0.000 keras_support.py:181(TPUEmbedding)
        1    0.000    0.000    0.000    0.000 __init__.py:263(<listcomp>)
        1    0.000    0.000    0.000    0.000 cudnn_rnn.py:569(CudnnRNNTanh)
        1    0.000    0.000    0.000    0.000 cbook.py:1286(maxdict)
        1    0.000    0.000    0.000    0.000 mmal.py:197(MMAL_ES_SPECIFIC_FORMAT_T)
        1    0.000    0.000    0.000    0.000 plm.py:700(NonPooledPanelOLS)
        1    0.000    0.000    0.000    0.000 optimizer_v2.py:85(_DenseReadResourceVariableProcessor)
        1    0.000    0.000    0.000    0.000 decoder.py:532(IA5StringDecoder)
        1    0.000    0.000    0.000    0.000 core_rnn_cell.py:48(_Linear)
        1    0.000    0.000    0.000    0.000 descriptor.py:165(_NestedDescriptorBase)
        1    0.000    0.000    0.000    0.000 request.py:1135(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 pool.py:76(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 tz.py:577(tzstr)
        1    0.000    0.000    0.000    0.000 monitored_session.py:924(SingularMonitoredSession)
        1    0.000    0.000    0.000    0.000 argparse.py:118(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 training.py:119(TrainSpec)
        1    0.000    0.000    0.000    0.000 base.py:69(AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 target_column.py:123(ProblemType)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
        1    0.000    0.000    0.000    0.000 util.py:374(_ObjectIdentityWeakKeyDictionary)
        1    0.000    0.000    0.000    0.000 csv.py:68(unix_dialect)
        1    0.000    0.000    0.000    0.000 generic_utils.py:40(CustomObjectScope)
        1    0.000    0.000    0.000    0.000 DataLoggerModule.py:10(DataLogger)
        1    0.000    0.000    0.000    0.000 necompiler.py:216(Register)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.GItem_swigregister}
        1    0.000    0.000    0.000    0.000 util.py:322(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:964(BoostedTreesClassifier)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.PyRecordWriter_swigregister}
        1    0.000    0.000    0.000    0.000 offsets.py:1104(MonthOffset)
        1    0.000    0.000    0.000    0.000 smbus.py:62(i2c_rdwr_ioctl_data)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:276(Metropolis)
        1    0.000    0.000    0.000    0.000 dh.py:183(DHPublicKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 common.py:102(BaseIterator)
        1    0.000    0.000    0.000    0.000 format.py:2145(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 recurrent.py:274(_Recurrent)
        1    0.000    0.000    0.000    0.000 saved_model_predictor.py:114(SavedModelPredictor)
        2    0.000    0.000    0.000    0.000 train.py:1054(get_sequential_train_hooks)
        1    0.000    0.000    0.000    0.000 mock.py:1891(_ANY)
        1    0.000    0.000    0.000    0.000 bcm_host.py:363(DISPMANX_CLAMP_T)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:15(ReentrancyLock)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1433(_UnboundedCache)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 __init__.py:602(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1478(EggProvider)
        1    0.000    0.000    0.000    0.000 early_stopping.py:418(_StopOnPredicateHook)
        2    0.000    0.000    0.000    0.000 error_codes_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 train.py:1034(RunTrainOpsHook)
        1    0.000    0.000    0.000    0.000 split_dependency.py:46(_SplitDependency)
        1    0.000    0.000    0.000    0.000 linear_operator_addition.py:321(_AddAndReturnDiag)
        1    0.000    0.000    0.000    0.000 model_fn.py:39(ModeKeys)
        1    0.000    0.000    0.000    0.000 context.py:262(ForkProcess)
        1    0.000    0.000    0.000    0.000 rnn_cell.py:2141(Conv2DLSTMCell)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:239(HashTable)
        1    0.000    0.000    0.000    0.000 resample.py:753(DatetimeIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:54(_TreeEnsembleSavable)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_load_error_strings}
        1    0.000    0.000    0.000    0.000 ops.py:445(Div)
        1    0.000    0.000    0.000    0.000 util.py:421(_ObjectIdentityWeakSet)
        3    0.000    0.000    0.000    0.000 pytables.py:1485(set_pos)
        1    0.000    0.000    0.000    0.000 request.py:571(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 gan_estimator_impl.py:56(GANEstimator)
        1    0.000    0.000    0.000    0.000 feeding_functions.py:241(_PandasFeedFn)
        1    0.000    0.000    0.000    0.000 array.py:730(PiMotionAnalysis)
        1    0.000    0.000    0.000    0.000 __init__.py:410(LibraryLoader)
        1    0.000    0.000    0.000    0.000 estimator.py:1938(WarmStartSettings)
        1    0.000    0.000    0.000    0.000 liveness.py:81(WholeTreeAnalyzer)
        1    0.000    0.000    0.000    0.000 builtin_functions.py:27(BuiltinFunctionTransformer)
        1    0.000    0.000    0.000    0.000 resample.py:905(TimedeltaIndexResampler)
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.addressof}
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:789(MirroredTowerContext)
        1    0.000    0.000    0.000    0.000 mmalobj.py:2497(MMALVideoEncoder)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:224(<genexpr>)
        1    0.000    0.000    0.000    0.000 resample.py:893(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 ec.py:244(ECDSA)
        1    0.000    0.000    0.000    0.000 minidom.py:1188(CDATASection)
        1    0.000    0.000    0.000    0.000 ec.py:29(EllipticCurveSignatureAlgorithm)
        1    0.000    0.000    0.000    0.000 bcm_host.py:308(DISPMANX_ALPHA_T)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:187(_OneDeviceTowerContext)
        1    0.000    0.000    0.000    0.000 optimizers.py:217(RMSprop)
        2    0.000    0.000    0.000    0.000 distribution.py:219(__init__)
        1    0.000    0.000    0.000    0.000 debug.py:43(Debug)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3056(_PositionToken)
        1    0.000    0.000    0.000    0.000 mmal.py:2110(MMAL_EVENT_END_OF_STREAM_T)
        1    0.000    0.000    0.000    0.000 fused_rnn_cell.py:132(TimeReversedFusedRNN)
        1    0.000    0.000    0.000    0.000 arpack.py:923(LuInv)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 version.py:45(__eq__)
        1    0.000    0.000    0.000    0.000 base_layer.py:1620(InputSpec)
        1    0.000    0.000    0.000    0.000 supervisor.py:1044(SVStepCounterThread)
        1    0.000    0.000    0.000    0.000 parsing_ops.py:133(FixedLenFeature)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 encoders.py:1066(PiCookedOneImageEncoder)
        1    0.000    0.000    0.000    0.000 exc.py:128(PiCameraMMALError)
        1    0.000    0.000    0.000    0.000 dates.py:274(strpdate2num)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 tarfile.py:2404(TarIter)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 mmalobj.py:2236(MMALRawCamera)
